sample_index,sparse_factor,method,psnr,ssim,checkpoint
101,2,redcnn,23.99740982055664,0.7855713367462158,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
102,2,redcnn,23.952253341674805,0.7910941243171692,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
103,2,redcnn,26.022048950195312,0.7992898225784302,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
104,2,redcnn,23.860008239746094,0.7920398116111755,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
105,2,redcnn,25.695598602294922,0.8011472225189209,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
106,2,redcnn,27.502323150634766,0.8333274126052856,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
107,2,redcnn,24.21285629272461,0.8101685047149658,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
108,2,redcnn,23.815908432006836,0.7780566215515137,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
109,2,redcnn,26.482521057128906,0.8127904534339905,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
110,2,redcnn,25.797142028808594,0.7969967126846313,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
111,2,redcnn,23.99350929260254,0.7999497056007385,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
112,2,redcnn,24.137516021728516,0.7723253965377808,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
113,2,redcnn,24.162443161010742,0.8181731700897217,/root/autodl-fs/PAPER2/redcnn_autodl/save/REDCNN_100000iter.ckpt
